open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1666354500000,7.05880000,7.10000000,7.03000000,7.07890000,113586.53000000,1666354799999,803178.22184700,1098,54577.25000000,386147.91851400,0
1666354800000,7.07890000,7.08590000,7.03960000,7.07010000,35991.97000000,1666355099999,254109.29451800,597,15399.97000000,108747.23442600,0
1666355100000,7.07000000,7.18710000,7.05740000,7.14870000,91754.75000000,1666355399999,653687.14058900,1140,53578.83000000,381737.78534500,0
1666355400000,7.14720000,7.16720000,7.10910000,7.12080000,110364.62000000,1666355699999,787835.96516500,888,40944.03000000,292335.35458500,0
1666355700000,7.11960000,7.17420000,7.11000000,7.16680000,54867.28000000,1666355999999,391853.67922100,666,30024.31000000,214429.69906000,0
1666356000000,7.16470000,7.20690000,7.15010000,7.17700000,141941.87000000,1666356299999,1019644.59783000,994,84070.34000000,603837.72829100,0
1666356300000,7.17650000,7.19110000,7.14290000,7.14580000,36545.09000000,1666356599999,261712.66986300,471,16028.33000000,114799.65434000,0
1666356600000,7.14490000,7.17010000,7.12020000,7.14370000,136461.79000000,1666356899999,974648.56151000,736,67395.65000000,481145.59437400,0
1666356900000,7.14220000,7.19220000,7.13610000,7.18190000,45198.78000000,1666357199999,324051.79923200,539,23142.45000000,165985.97369400,0
1666357200000,7.18130000,7.22290000,7.15370000,7.19600000,109356.74000000,1666357499999,787305.23268800,1228,51415.38000000,370238.52114200,0
1666357500000,7.19560000,7.24200000,7.18380000,7.22570000,57887.81000000,1666357799999,417799.01248600,778,31289.44000000,225602.34932000,0
1666357800000,7.22840000,7.24100000,7.18790000,7.19620000,55900.34000000,1666358099999,403670.30273200,835,28245.34000000,203955.62778500,0
1666358100000,7.19800000,7.23550000,7.18390000,7.22570000,39768.10000000,1666358399999,286296.70341200,584,24485.69000000,176249.17226200,0
1666358400000,7.22570000,7.24860000,7.21920000,7.23740000,56759.61000000,1666358699999,410787.14523600,704,36110.91000000,261359.09242100,0
1666358700000,7.23880000,7.29990000,7.23300000,7.25070000,188768.71000000,1666358999999,1371742.52565300,1562,108114.88000000,785454.46157400,0
1666359000000,7.25090000,7.27990000,7.23480000,7.27650000,48467.73000000,1666359299999,351702.77143500,635,25219.84000000,183013.05098800,0
1666359300000,7.27630000,7.27640000,7.24490000,7.24900000,42539.53000000,1666359599999,308809.99279100,491,19616.13000000,142363.62038100,0
1666359600000,7.24900000,7.24900000,7.20140000,7.22770000,48870.92000000,1666359899999,352908.28988800,625,15567.03000000,112391.66176900,0
1666359900000,7.22550000,7.27350000,7.22550000,7.26600000,51909.01000000,1666360199999,376792.60336400,616,36131.92000000,262228.75149700,0
1666360200000,7.26600000,7.27660000,7.24620000,7.27470000,27045.92000000,1666360499999,196292.11703900,457,12084.74000000,87725.34067300,0
1666360500000,7.27470000,7.33000000,7.27470000,7.30310000,112587.62000000,1666360799999,822325.57852900,940,73110.27000000,533955.12069600,0
1666360800000,7.30390000,7.31180000,7.27100000,7.28110000,44515.83000000,1666361099999,324413.56169900,512,12279.89000000,89551.58419400,0
1666361100000,7.28200000,7.39990000,7.28060000,7.34880000,104134.04000000,1666361399999,765672.47157700,1126,63960.93000000,470289.74322400,0
1666361400000,7.34810000,7.37620000,7.34390000,7.34420000,41698.66000000,1666361699999,306877.41855300,577,22670.19000000,166818.39042000,0
1666361700000,7.34340000,7.36580000,7.31560000,7.32490000,74788.58000000,1666361999999,549179.05991300,856,39769.46000000,291979.21523300,0
1666362000000,7.32500000,7.34770000,7.28590000,7.28760000,51383.53000000,1666362299999,375902.81863000,684,30380.40000000,222391.69658900,0
1666362300000,7.28880000,7.30460000,7.26930000,7.27630000,43007.47000000,1666362599999,313155.74396000,509,23439.09000000,170633.49304300,0
1666362600000,7.27750000,7.30940000,7.24100000,7.24290000,20116.82000000,1666362899999,146449.66298700,438,6533.94000000,47629.72938200,0
1666362900000,7.24180000,7.27440000,7.23610000,7.26480000,21891.51000000,1666363199999,158846.55201200,416,16815.91000000,122029.15680500,0
1666363200000,7.26340000,7.28930000,7.26010000,7.26770000,21790.05000000,1666363499999,158467.40299200,363,11407.51000000,82955.75898100,0
1666363500000,7.26790000,7.32010000,7.26610000,7.31320000,36764.02000000,1666363799999,268435.69940700,475,21357.50000000,155952.07694700,0
1666363800000,7.31300000,7.33160000,7.29930000,7.29950000,30135.02000000,1666364099999,220435.79959000,491,13603.63000000,99533.35275800,0
1666364100000,7.29950000,7.29950000,7.25290000,7.26680000,37348.70000000,1666364399999,271554.71256800,446,20133.69000000,146399.79239000,0
1666364400000,7.26680000,7.27470000,7.24330000,7.25500000,56091.79000000,1666364699999,407256.16571200,608,23358.37000000,169559.61935900,0
1666364700000,7.25510000,7.27450000,7.24970000,7.27450000,36406.72000000,1666364999999,264346.24464700,487,18693.86000000,135772.70565000,0
1666365000000,7.27450000,7.28550000,7.27000000,7.28100000,25456.45000000,1666365299999,185213.85656400,415,12460.64000000,90655.71192100,0
1666365300000,7.28100000,7.37060000,7.27250000,7.34380000,238620.46000000,1666365599999,1748857.32712400,1639,148088.32000000,1084660.28249000,0
1666365600000,7.34320000,7.34500000,7.31660000,7.33190000,40452.04000000,1666365899999,296692.28022900,729,29417.45000000,215782.42249200,0
1666365900000,7.33190000,7.37680000,7.31860000,7.35590000,63357.27000000,1666366199999,465391.14161000,815,31707.54000000,232870.63828300,0
1666366200000,7.35580000,7.37640000,7.34000000,7.36230000,137158.32000000,1666366499999,1010051.54630700,1502,59830.82000000,440595.74183800,0
1666366500000,7.36430000,7.37110000,7.34110000,7.36010000,165861.10000000,1666366799999,1220542.80962900,1583,97346.10000000,716211.76101600,0
1666366800000,7.36020000,7.45000000,7.35000000,7.42490000,181520.65000000,1666367099999,1343449.16592900,1963,121973.73000000,902563.62302800,0
1666367100000,7.42500000,7.42690000,7.38990000,7.39460000,43934.03000000,1666367399999,325388.07038700,821,17712.59000000,131227.88448300,0
1666367400000,7.39580000,7.48000000,7.39580000,7.46080000,64518.48000000,1666367699999,480322.33085200,1130,38407.35000000,285822.90875000,0
1666367700000,7.45940000,7.50990000,7.44680000,7.48930000,272140.89000000,1666367999999,2036355.09792700,2061,132607.86000000,992184.30027700,0
1666368000000,7.48930000,7.52600000,7.45520000,7.48820000,135766.57000000,1666368299999,1018210.37065200,1738,80896.47000000,606639.69582500,0
1666368300000,7.48810000,7.49700000,7.43320000,7.44280000,76316.15000000,1666368599999,569506.52335200,951,32929.25000000,245632.76407900,0
1666368600000,7.44590000,7.44910000,7.41190000,7.42410000,44182.04000000,1666368899999,328203.05213000,681,15115.71000000,112322.31047100,0
1666368900000,7.42620000,7.45330000,7.42000000,7.42410000,34941.77000000,1666369199999,260017.85643400,584,16888.58000000,125679.69923500,0
1666369200000,7.42400000,7.44820000,7.41720000,7.43490000,30655.40000000,1666369499999,227853.48251200,528,15219.20000000,113124.54341100,0
1666369500000,7.43340000,7.47160000,7.42960000,7.43010000,39378.11000000,1666369799999,293525.53054300,597,19373.59000000,144382.64061800,0
1666369800000,7.43000000,7.43630000,7.40000000,7.43120000,136804.41000000,1666370099999,1013474.34205500,783,25937.97000000,192220.04682600,0
1666370100000,7.42960000,7.44780000,7.40060000,7.40790000,32731.43000000,1666370399999,243119.47921500,401,17832.06000000,132479.62526400,0
1666370400000,7.40720000,7.42070000,7.40000000,7.40620000,20987.65000000,1666370699999,155480.79853200,323,8591.87000000,63657.48240100,0
1666370700000,7.40650000,7.43050000,7.40000000,7.42730000,24889.92000000,1666370999999,184611.10057200,337,12576.75000000,93317.37941500,0
1666371000000,7.42740000,7.43010000,7.40120000,7.40800000,27342.91000000,1666371299999,202741.25762500,301,9308.85000000,69019.82404700,0
1666371300000,7.40790000,7.40790000,7.37530000,7.37580000,85442.59000000,1666371599999,631905.30597900,730,15505.43000000,114545.96933100,0
1666371600000,7.37580000,7.41710000,7.37580000,7.40490000,30972.91000000,1666371899999,229343.46303600,319,15271.35000000,113069.54124000,0
1666371900000,7.40450000,7.42940000,7.39390000,7.39520000,28740.25000000,1666372199999,213022.81313900,448,10460.20000000,77509.40311500,0
1666372200000,7.39520000,7.39520000,7.37400000,7.38190000,14516.08000000,1666372499999,107169.89119000,284,7248.50000000,53509.31266400,0
1666372500000,7.38190000,7.40950000,7.37350000,7.40570000,34536.82000000,1666372799999,255291.46905900,371,21113.19000000,156188.16508200,0
1666372800000,7.40480000,7.41290000,7.39030000,7.39190000,10102.09000000,1666373099999,74794.93545900,213,4777.11000000,35375.03415100,0
1666373100000,7.39190000,7.39970000,7.36760000,7.39970000,20861.63000000,1666373399999,154011.84025500,339,8166.61000000,60294.16633400,0
1666373400000,7.39860000,7.44740000,7.39720000,7.41840000,24038.39000000,1666373699999,178407.43810100,419,10726.98000000,79604.14287400,0
1666373700000,7.41810000,7.41810000,7.38130000,7.38360000,9732.90000000,1666373999999,71965.12938200,245,2929.70000000,21662.51252700,0
1666374000000,7.38420000,7.40060000,7.37780000,7.37780000,15875.24000000,1666374299999,117313.27021700,221,9580.98000000,70805.81381900,0
1666374300000,7.37810000,7.39020000,7.37500000,7.39020000,8420.74000000,1666374599999,62143.47526500,211,3794.97000000,28012.07001800,0
1666374600000,7.39510000,7.44270000,7.37850000,7.41960000,126898.64000000,1666374899999,940922.28341400,715,88944.23000000,659391.78010100,0
1666374900000,7.41970000,7.43460000,7.41190000,7.41820000,18621.74000000,1666375199999,138250.66314800,218,8383.98000000,62258.70701200,0
1666375200000,7.41870000,7.44820000,7.41870000,7.44710000,36001.62000000,1666375499999,267563.84247900,399,22678.90000000,168497.28262400,0
1666375500000,7.44880000,7.47000000,7.44690000,7.45820000,41394.02000000,1666375799999,308636.92354200,460,25410.09000000,189457.25617200,0
1666375800000,7.45600000,7.45660000,7.43220000,7.43540000,13431.97000000,1666376099999,100018.58767200,212,4963.54000000,36949.74120200,0
1666376100000,7.43540000,7.45030000,7.43130000,7.43300000,17317.76000000,1666376399999,128841.72199100,229,9536.04000000,70971.30539900,0
1666376400000,7.43270000,7.43380000,7.39440000,7.41110000,19789.75000000,1666376699999,146702.31015200,336,9652.01000000,71548.86773200,0
1666376700000,7.41060000,7.42900000,7.39400000,7.41610000,16613.47000000,1666376999999,123043.67952800,302,11006.43000000,81499.85184500,0
1666377000000,7.41630000,7.43970000,7.40600000,7.40600000,27746.32000000,1666377299999,206138.38793800,295,16198.96000000,120358.25954600,0
1666377300000,7.40590000,7.41070000,7.38560000,7.38890000,22069.18000000,1666377599999,163213.80846400,265,11112.05000000,82189.04200000,0
1666377600000,7.38980000,7.40770000,7.38280000,7.40190000,37993.20000000,1666377899999,280953.61390800,257,26569.75000000,196448.29045500,0
1666377900000,7.40120000,7.40360000,7.38170000,7.38260000,9990.22000000,1666378199999,73858.89888400,158,5396.52000000,39907.26911700,0
1666378200000,7.38250000,7.38370000,7.31660000,7.35190000,56007.70000000,1666378499999,411307.67386200,721,23007.28000000,168803.30622100,0
1666378500000,7.35070000,7.35210000,7.32500000,7.34420000,28030.42000000,1666378799999,205616.98331200,301,13185.01000000,96697.31143000,0
1666378800000,7.34410000,7.36720000,7.33230000,7.36400000,24118.47000000,1666379099999,177291.81902100,314,15944.32000000,117194.40044200,0
1666379100000,7.36260000,7.36260000,7.33900000,7.33900000,19735.83000000,1666379399999,145100.16831000,189,4962.14000000,36464.24370200,0
1666379400000,7.33900000,7.35540000,7.32900000,7.34080000,16128.06000000,1666379699999,118468.22994400,223,4020.90000000,29530.18283600,0
1666379700000,7.34080000,7.36590000,7.33420000,7.35480000,20488.30000000,1666379999999,150531.67597800,350,13978.32000000,102697.35533500,0
1666380000000,7.35310000,7.36880000,7.35220000,7.36880000,4383.28000000,1666380299999,32253.10255100,172,2482.72000000,18271.05108500,0
1666380300000,7.36880000,7.37700000,7.35170000,7.35580000,13671.50000000,1666380599999,100696.54943800,283,4241.17000000,31240.94894500,0
1666380600000,7.35590000,7.41680000,7.35510000,7.40730000,37329.82000000,1666380899999,275803.05397200,578,22688.60000000,167496.11371900,0
1666380900000,7.40700000,7.43230000,7.39290000,7.41380000,17258.25000000,1666381199999,127944.04300000,310,9805.26000000,72696.47612000,0
1666381200000,7.41380000,7.49730000,7.41370000,7.49130000,56477.31000000,1666381499999,421578.20839500,866,38131.73000000,284591.16023200,0
1666381500000,7.49480000,7.50970000,7.46420000,7.50100000,45650.95000000,1666381799999,342067.17404700,608,29504.17000000,221137.44438400,0
1666381800000,7.50190000,7.58210000,7.50100000,7.51780000,122867.96000000,1666382099999,927288.87381200,1578,76234.32000000,575537.61553300,0
1666382100000,7.51780000,7.53400000,7.47110000,7.48740000,46017.36000000,1666382399999,345118.33161700,509,20827.78000000,156232.12502000,0
1666382400000,7.48850000,7.51460000,7.46910000,7.48490000,27109.13000000,1666382699999,203003.60740100,438,13158.69000000,98495.79060400,0
1666382700000,7.48370000,7.48940000,7.47000000,7.47650000,18404.31000000,1666382999999,137599.27494700,218,12277.40000000,91796.90748700,0
1666383000000,7.47740000,7.47860000,7.46000000,7.46400000,17216.70000000,1666383299999,128603.20353100,269,8489.75000000,63424.66197200,0
1666383300000,7.46410000,7.48960000,7.44600000,7.45490000,18408.87000000,1666383599999,137456.02995400,310,9033.29000000,67448.91402500,0
1666383600000,7.45480000,7.45480000,7.42520000,7.43710000,11033.67000000,1666383899999,82076.99294000,265,3741.64000000,27830.15664300,0
1666383900000,7.43690000,7.44680000,7.43150000,7.43750000,10013.60000000,1666384199999,74518.01619100,170,8429.88000000,62733.06399300,0
1666384200000,7.43520000,7.44660000,7.40650000,7.42100000,35748.50000000,1666384499999,265264.97230500,270,11101.33000000,82441.06228600,0
1666384500000,7.42060000,7.45550000,7.41230000,7.43830000,28295.56000000,1666384799999,210360.09544800,370,13804.09000000,102589.01899900,0
1666384800000,7.43950000,7.46910000,7.43950000,7.46570000,20676.99000000,1666385099999,154218.99345000,270,13941.82000000,103955.27499300,0
1666385100000,7.46500000,7.48380000,7.44140000,7.44680000,14243.98000000,1666385399999,106334.89158400,257,8101.98000000,60484.18119400,0
1666385400000,7.44530000,7.45270000,7.43500000,7.43880000,4029.13000000,1666385699999,29976.45814700,105,1701.98000000,12660.31487000,0
1666385700000,7.44000000,7.45540000,7.43780000,7.43930000,5211.61000000,1666385999999,38799.38806400,128,2398.42000000,17850.33064600,0
1666386000000,7.44250000,7.45850000,7.43850000,7.43850000,5438.56000000,1666386299999,40529.29663800,122,3794.34000000,28275.45659200,0
1666386300000,7.43960000,7.44540000,7.43000000,7.44050000,14925.09000000,1666386599999,110994.55679600,249,8983.79000000,66813.32367200,0
1666386600000,7.44000000,7.44040000,7.41460000,7.41500000,12433.03000000,1666386899999,92400.76969100,150,2039.59000000,15147.99898100,0
1666386900000,7.41510000,7.43440000,7.40710000,7.40870000,24269.86000000,1666387199999,179913.47006300,357,16387.21000000,121470.79400900,0
1666387200000,7.40830000,7.43440000,7.40810000,7.41810000,7667.07000000,1666387499999,56865.21149100,152,4683.02000000,34722.43344800,0
1666387500000,7.41350000,7.43630000,7.41350000,7.41840000,5858.94000000,1666387799999,43521.27868600,109,4095.52000000,30424.83765800,0
1666387800000,7.41820000,7.42210000,7.40630000,7.41280000,5934.07000000,1666388099999,43989.09401900,135,1726.12000000,12790.98981100,0
1666388100000,7.41210000,7.41440000,7.38720000,7.39540000,14713.55000000,1666388399999,108864.89164100,235,7498.54000000,55475.62702000,0
1666388400000,7.39540000,7.41770000,7.39540000,7.39650000,14351.96000000,1666388699999,106258.68863600,178,6989.77000000,51735.09017800,0
1666388700000,7.39660000,7.43510000,7.39660000,7.43510000,12176.92000000,1666388999999,90260.70444500,194,9190.63000000,68113.83648500,0
1666389000000,7.43500000,7.43780000,7.41460000,7.42260000,16322.54000000,1666389299999,121217.08071500,259,8004.01000000,59429.51947300,0
1666389300000,7.42200000,7.42340000,7.41230000,7.41690000,7707.28000000,1666389599999,57190.26854000,149,2845.06000000,21108.66714300,0
1666389600000,7.41700000,7.42770000,7.40640000,7.42170000,15731.27000000,1666389899999,116682.36539300,237,7165.78000000,53131.54190400,0
1666389900000,7.42220000,7.42450000,7.40650000,7.42340000,9084.84000000,1666390199999,67359.50063100,202,4291.91000000,31812.17894200,0
1666390200000,7.42340000,7.42540000,7.41550000,7.42360000,8533.65000000,1666390499999,63323.79867400,166,3488.79000000,25883.63937300,0
1666390500000,7.42350000,7.42440000,7.38820000,7.38820000,8686.38000000,1666390799999,64369.83540400,160,1462.62000000,10839.74969500,0
1666390800000,7.38820000,7.40080000,7.38720000,7.40010000,9564.52000000,1666391099999,70690.15784300,163,4434.46000000,32772.48126700,0
1666391100000,7.40000000,7.42930000,7.40000000,7.41880000,18699.74000000,1666391399999,138797.97995400,257,11025.75000000,81846.12134100,0
1666391400000,7.41880000,7.48670000,7.41880000,7.45360000,33063.14000000,1666391699999,246505.65898000,488,17624.28000000,131361.98127800,0
1666391700000,7.45350000,7.45450000,7.43320000,7.43510000,5552.29000000,1666391999999,41317.80733200,168,1057.27000000,7869.07271300,0
1666392000000,7.43440000,7.44320000,7.43270000,7.43310000,8290.96000000,1666392299999,61654.36968300,159,2596.34000000,19305.35353500,0
1666392300000,7.43310000,7.44400000,7.43310000,7.44270000,7472.91000000,1666392599999,55603.36605200,165,3792.18000000,28216.31010100,0
1666392600000,7.44340000,7.46280000,7.44340000,7.45900000,11491.69000000,1666392899999,85683.03608700,205,4423.01000000,32976.34987900,0
1666392900000,7.45930000,7.47290000,7.45660000,7.47290000,12691.69000000,1666393199999,94743.91460700,197,5717.32000000,42683.88328400,0
1666393200000,7.47300000,7.49290000,7.45570000,7.49000000,27650.18000000,1666393499999,206689.08977500,422,11139.42000000,83300.69204400,0
1666393500000,7.49050000,7.51470000,7.46660000,7.48060000,42779.47000000,1666393799999,320727.04628600,568,19448.28000000,145809.91807000,0
1666393800000,7.48020000,7.48970000,7.46770000,7.48200000,22272.54000000,1666394099999,166608.35501700,301,9663.50000000,72282.59846200,0
1666394100000,7.48150000,7.53330000,7.47650000,7.53280000,72875.05000000,1666394399999,547374.64355300,649,52644.91000000,395349.53413100,0
1666394400000,7.53290000,7.53580000,7.48900000,7.50480000,52227.54000000,1666394699999,392719.42847800,749,18851.41000000,141688.28156300,0
1666394700000,7.50480000,7.50600000,7.48890000,7.50180000,26013.56000000,1666394999999,195020.12954500,486,13157.67000000,98630.18338800,0
1666395000000,7.50140000,7.53020000,7.49620000,7.50700000,59933.52000000,1666395299999,450304.09812700,861,26072.91000000,195787.20449800,0
1666395300000,7.50620000,7.50930000,7.48150000,7.48220000,56674.07000000,1666395599999,424578.10240900,823,31249.22000000,234033.59011000,0
1666395600000,7.48220000,7.49110000,7.48150000,7.48170000,20991.43000000,1666395899999,157098.35382000,326,3417.22000000,25575.56611800,0
1666395900000,7.48150000,7.50140000,7.48150000,7.48150000,51216.67000000,1666396199999,383268.75633400,669,11295.55000000,84526.50841200,0
1666396200000,7.48150000,7.49590000,7.47230000,7.49100000,57031.77000000,1666396499999,426970.56142900,498,25235.23000000,188954.58438800,0
1666396500000,7.49110000,7.51370000,7.49050000,7.49800000,30550.91000000,1666396799999,229130.16929200,514,16221.46000000,121688.32789400,0
1666396800000,7.49800000,7.51510000,7.47030000,7.48240000,39396.51000000,1666397099999,295120.27817800,580,15974.83000000,119634.55577700,0
1666397100000,7.48220000,7.48310000,7.44900000,7.45560000,18018.83000000,1666397399999,134427.96250600,309,6354.21000000,47419.37477900,0
1666397400000,7.45580000,7.63500000,7.45050000,7.62240000,170857.10000000,1666397699999,1292354.87945700,1860,114508.56000000,866697.97734700,0
1666397700000,7.62260000,7.63000000,7.57420000,7.58160000,90264.20000000,1666397999999,686012.65931300,1249,37957.05000000,288371.01630800,0
1666398000000,7.57980000,7.62220000,7.57340000,7.60660000,67288.83000000,1666398299999,511960.20848000,900,28855.63000000,219367.87521700,0
1666398300000,7.60650000,7.68090000,7.59680000,7.65010000,126739.68000000,1666398599999,968640.98321500,1401,81950.06000000,626106.27071000,0
1666398600000,7.65000000,7.70000000,7.62550000,7.64560000,200174.79000000,1666398899999,1534991.89587300,2078,120246.21000000,922785.80365400,0
1666398900000,7.64530000,7.64840000,7.61230000,7.61400000,84696.85000000,1666399199999,645953.45081100,788,35018.74000000,267208.05735300,0
1666399200000,7.61410000,7.62310000,7.61160000,7.61160000,47391.30000000,1666399499999,360790.10108400,463,9240.19000000,70368.39090300,0
1666399500000,7.61160000,7.61430000,7.58020000,7.58340000,41964.50000000,1666399799999,318991.74547500,496,13605.11000000,103373.30567700,0
1666399800000,7.58330000,7.60620000,7.56480000,7.57990000,38308.79000000,1666400099999,290821.06053700,515,20968.10000000,159133.10156500,0
1666400100000,7.58100000,7.60730000,7.56920000,7.58270000,19896.39000000,1666400399999,150910.99155000,261,12258.14000000,92965.75630100,0
1666400400000,7.58510000,7.61970000,7.58500000,7.60450000,40723.98000000,1666400699999,309795.76758900,505,20988.46000000,159612.70633500,0
1666400700000,7.60440000,7.61070000,7.54360000,7.55670000,88179.26000000,1666400999999,667582.61764100,804,40764.57000000,308586.53577900,0
1666401000000,7.55800000,7.56300000,7.53000000,7.53650000,44831.09000000,1666401299999,338162.29226900,393,14331.21000000,108085.72213600,0
1666401300000,7.53680000,7.54230000,7.50940000,7.52490000,84356.50000000,1666401599999,634749.56641300,665,24475.47000000,184202.83413400,0
1666401600000,7.52490000,7.55460000,7.52240000,7.53830000,20658.16000000,1666401899999,155785.67783200,278,12964.09000000,97793.45758300,0
1666401900000,7.53920000,7.55070000,7.52060000,7.55060000,12770.21000000,1666402199999,96206.99025800,206,8940.17000000,67361.04621800,0
1666402200000,7.55070000,7.57900000,7.52700000,7.53000000,31527.98000000,1666402499999,238292.09689000,419,16207.71000000,122503.42355400,0
1666402500000,7.53000000,7.55290000,7.53000000,7.54560000,9809.80000000,1666402799999,73966.89971400,174,5144.43000000,38782.56250000,0
1666402800000,7.54450000,7.57740000,7.54450000,7.56640000,26554.63000000,1666403099999,200730.83935500,234,24305.68000000,183720.05143400,0
1666403100000,7.56640000,7.57740000,7.54140000,7.54810000,18306.09000000,1666403399999,138437.35198000,259,9793.57000000,74075.81220200,0
1666403400000,7.54140000,7.55310000,7.53720000,7.54330000,8739.89000000,1666403699999,65949.72365100,176,2068.71000000,15607.42150300,0
1666403700000,7.54300000,7.54340000,7.50850000,7.51090000,19663.52000000,1666403999999,148031.06220000,265,10219.89000000,76969.02952700,0
1666404000000,7.51030000,7.51510000,7.42020000,7.45290000,55585.69000000,1666404299999,415520.37046200,871,19711.06000000,147214.92428600,0
1666404300000,7.44940000,7.46080000,7.42070000,7.44110000,39348.09000000,1666404599999,292884.18155400,543,19652.98000000,146238.92580700,0
1666404600000,7.44130000,7.47770000,7.44130000,7.47560000,21612.35000000,1666404899999,161293.99898800,228,14222.42000000,106115.48899100,0
1666404900000,7.47320000,7.48780000,7.44750000,7.48000000,19694.40000000,1666405199999,147052.15386500,301,10535.55000000,78665.45130800,0
1666405200000,7.48000000,7.48050000,7.45840000,7.45840000,23780.84000000,1666405499999,177635.56598900,267,6980.75000000,52146.00090100,0
1666405500000,7.45840000,7.47740000,7.45840000,7.47470000,15381.95000000,1666405799999,114931.65562400,180,6941.43000000,51856.39529500,0
1666405800000,7.47440000,7.47440000,7.46100000,7.47430000,13007.38000000,1666406099999,97157.12645900,187,6923.60000000,51698.50059700,0
1666406100000,7.47160000,7.47160000,7.43550000,7.43650000,26806.76000000,1666406399999,199608.13405700,353,5753.08000000,42858.64111400,0
1666406400000,7.44280000,7.46280000,7.44280000,7.46010000,20409.04000000,1666406699999,152077.38553200,269,12280.60000000,91515.00509400,0
1666406700000,7.45930000,7.46750000,7.40400000,7.42630000,63864.59000000,1666406999999,473829.10034400,489,7768.67000000,57771.45593500,0
1666407000000,7.42630000,7.43710000,7.38410000,7.38590000,90624.46000000,1666407299999,671674.02561400,877,30229.77000000,224142.58802500,0
1666407300000,7.38750000,7.40980000,7.38420000,7.40700000,59506.45000000,1666407599999,440077.09744200,592,36759.99000000,271874.85487300,0
1666407600000,7.40850000,7.42000000,7.35650000,7.41580000,53984.75000000,1666407899999,399085.66152300,686,29360.97000000,217107.78244500,0
1666407900000,7.41620000,7.42670000,7.41410000,7.42630000,27676.48000000,1666408199999,205331.87364700,286,22218.46000000,164839.90078500,0
1666408200000,7.42480000,7.42940000,7.41510000,7.42940000,11563.74000000,1666408499999,85824.12185400,205,7883.21000000,58504.40771500,0
1666408500000,7.42960000,7.44370000,7.41970000,7.43990000,9220.34000000,1666408799999,68560.94259700,194,5459.27000000,40594.01667900,0
1666408800000,7.43990000,7.44050000,7.41110000,7.41630000,18554.16000000,1666409099999,137728.21723400,399,8986.37000000,66681.08950300,0
1666409100000,7.41550000,7.44000000,7.41510000,7.43980000,15778.07000000,1666409399999,117249.13837600,231,11868.73000000,88202.38118100,0
1666409400000,7.43590000,7.44260000,7.42080000,7.42280000,13893.15000000,1666409699999,103304.82536300,268,7756.86000000,57683.48496100,0
1666409700000,7.42550000,7.42550000,7.39200000,7.40790000,20141.46000000,1666409999999,149290.33907600,343,11246.88000000,83390.06530900,0
1666410000000,7.40790000,7.43150000,7.40790000,7.42810000,25564.81000000,1666410299999,189791.42053600,269,11706.12000000,86894.69541400,0
1666410300000,7.42810000,7.45030000,7.42020000,7.44910000,27008.44000000,1666410599999,200921.33675100,321,11554.51000000,85936.40109200,0
1666410600000,7.44910000,7.45600000,7.44420000,7.44990000,11231.44000000,1666410899999,83681.58488300,198,6032.97000000,44945.01860100,0
1666410900000,7.44710000,7.50000000,7.44710000,7.47880000,67381.20000000,1666411199999,503815.43340500,669,48582.45000000,363134.19976000,0
1666411200000,7.47840000,7.49410000,7.44800000,7.45390000,39267.09000000,1666411499999,293643.08022900,493,20490.49000000,153262.48862600,0
1666411500000,7.45500000,7.46900000,7.44120000,7.46030000,38606.16000000,1666411799999,287733.37171700,365,23057.09000000,171857.07436300,0
1666411800000,7.45670000,7.46520000,7.44170000,7.46520000,9475.94000000,1666412099999,70663.05413900,154,5664.61000000,42246.32798500,0
1666412100000,7.46480000,7.46730000,7.42000000,7.42010000,27636.90000000,1666412399999,205680.60846600,435,10005.11000000,74457.91841700,0
1666412400000,7.42400000,7.43690000,7.41340000,7.42710000,18671.39000000,1666412699999,138661.06865800,240,11407.19000000,84728.13209300,0
1666412700000,7.42520000,7.43500000,7.41640000,7.42940000,9737.89000000,1666412999999,72343.66093800,177,3746.97000000,27838.05907300,0
1666413000000,7.42940000,7.43100000,7.41120000,7.43060000,20143.59000000,1666413299999,149465.84907800,284,7884.87000000,58507.20655200,0
1666413300000,7.43060000,7.43500000,7.40460000,7.40640000,11786.01000000,1666413599999,87472.37720700,208,4774.03000000,35451.50229500,0
1666413600000,7.40660000,7.43380000,7.40000000,7.43380000,26279.80000000,1666413899999,194801.84496400,328,13485.36000000,99999.96165200,0
1666413900000,7.43290000,7.44820000,7.43210000,7.44620000,20604.05000000,1666414199999,153334.06298000,202,9827.20000000,73133.66387300,0
1666414200000,7.44610000,7.44700000,7.43600000,7.43630000,4230.13000000,1666414499999,31480.90751300,121,1753.96000000,13056.98274300,0
1666414500000,7.43520000,7.43570000,7.40930000,7.42220000,9596.85000000,1666414799999,71235.36353000,165,3656.90000000,27132.05834200,0
1666414800000,7.41910000,7.44120000,7.41250000,7.43130000,11585.33000000,1666415099999,86012.82367800,181,6724.24000000,49914.72443600,0
1666415100000,7.42940000,7.47320000,7.41980000,7.46290000,41864.02000000,1666415399999,312122.12076100,526,20936.96000000,156001.35777200,0
1666415400000,7.46500000,7.46980000,7.44710000,7.45850000,19939.05000000,1666415699999,148767.78870800,231,8787.32000000,65582.66679200,0
